# FFCharge Data File
#
# Format: scheme,position,residue,atom,charge
#
# Position: n (n-terminal), n- (n-terminal deprotonated), c (c-terminal), c+ (c-terminal protonated), 5 (5'), 3 (3'), m (middle), (empty for none - water/ion)
#
# Scheme Keys:
#   Protein: amber-ffsb, amber-ff03, charmm
#   DNA:     amber, charmm
#   RNA:     amber, charmm
#   Water:   tip3p, tip3p-fb, spc, spc-e, opc3
#   Ion:     classic

scheme,position,residue,atom,charge

# Protein: amber-ffsb

# ALA - middle
charmm,n-,TYR,CB,-0.1800000
charmm,n-,TYR,HB2,0.0900000
charmm,n-,TYR,HB3,0.0900000
charmm,n-,TYR,CG,0.0000000
charmm,n-,TYR,CD1,-0.1150000
charmm,n-,TYR,HD1,0.1150000
charmm,n-,TYR,CE1,-0.1150000
charmm,n-,TYR,HE1,0.1150000
charmm,n-,TYR,CD2,-0.1150000
charmm,n-,TYR,HD2,0.1150000
charmm,n-,TYR,CE2,-0.1150000
charmm,n-,TYR,HE2,0.1150000
charmm,n-,TYR,CZ,0.1100000
charmm,n-,TYR,OH,-0.5400000
charmm,n-,TYR,HH,0.4300000
charmm,n-,TYR,C,0.5100000
charmm,n-,TYR,O,-0.5100000

# TYR - c-terminal protonated
charmm,c+,TYR,N,-0.4700000
charmm,c+,TYR,H,0.3100000
charmm,c+,TYR,CA,0.0700000
charmm,c+,TYR,HA,0.0900000
charmm,c+,TYR,CB,-0.1800000
charmm,c+,TYR,HB2,0.0900000
charmm,c+,TYR,HB3,0.0900000
charmm,c+,TYR,CG,0.0000000
charmm,c+,TYR,CD1,-0.1150000
charmm,c+,TYR,HD1,0.1150000
charmm,c+,TYR,CE1,-0.1150000
charmm,c+,TYR,HE1,0.1150000
charmm,c+,TYR,CD2,-0.1150000
charmm,c+,TYR,HD2,0.1150000
charmm,c+,TYR,CE2,-0.1150000
charmm,c+,TYR,HE2,0.1150000
charmm,c+,TYR,CZ,0.1100000
charmm,c+,TYR,OH,-0.5400000
charmm,c+,TYR,HH,0.4300000
charmm,c+,TYR,C,0.7200000
charmm,c+,TYR,O,-0.5500000
charmm,c+,TYR,OXT,-0.6100000
charmm,c+,TYR,HOXT,0.4400000

# TYM - middle
charmm,m,TYM,N,-0.4700000
charmm,m,TYM,H,0.3100000
charmm,m,TYM,CA,0.0700000
charmm,m,TYM,HA,0.0900000
charmm,m,TYM,CB,-0.1800000
charmm,m,TYM,HB2,0.0900000
charmm,m,TYM,HB3,0.0900000
charmm,m,TYM,CG,-0.0380000
charmm,m,TYM,CD1,-0.1530000
charmm,m,TYM,HD1,0.1150000
charmm,m,TYM,CE1,-0.1530000
charmm,m,TYM,HE1,0.1150000
charmm,m,TYM,CD2,-0.1530000
charmm,m,TYM,HD2,0.1150000
charmm,m,TYM,CE2,-0.1530000
charmm,m,TYM,HE2,0.1150000
charmm,m,TYM,CZ,0.1100000
charmm,m,TYM,OH,-0.9200000
charmm,m,TYM,C,0.5100000
charmm,m,TYM,O,-0.5100000

# TYM - n-terminal
charmm,n,TYM,N,-0.3000000
charmm,n,TYM,H1,0.3300000
charmm,n,TYM,H2,0.3300000
charmm,n,TYM,H3,0.3300000
charmm,n,TYM,CA,0.2100000
charmm,n,TYM,HA,0.1000000
charmm,n,TYM,CB,-0.1800000
charmm,n,TYM,HB2,0.0900000
charmm,n,TYM,HB3,0.0900000
charmm,n,TYM,CG,-0.0380000
charmm,n,TYM,CD1,-0.1530000
charmm,n,TYM,HD1,0.1150000
charmm,n,TYM,CE1,-0.1530000
charmm,n,TYM,HE1,0.1150000
charmm,n,TYM,CD2,-0.1530000
charmm,n,TYM,HD2,0.1150000
charmm,n,TYM,CE2,-0.1530000
charmm,n,TYM,HE2,0.1150000
charmm,n,TYM,CZ,0.1100000
charmm,n,TYM,OH,-0.9200000
charmm,n,TYM,C,0.5100000
charmm,n,TYM,O,-0.5100000

# TYM - c-terminal
charmm,c,TYM,N,-0.4700000
charmm,c,TYM,H,0.3100000
charmm,c,TYM,CA,0.0700000
charmm,c,TYM,HA,0.0900000
charmm,c,TYM,CB,-0.1800000
charmm,c,TYM,HB2,0.0900000
charmm,c,TYM,HB3,0.0900000
charmm,c,TYM,CG,-0.0380000
charmm,c,TYM,CD1,-0.1530000
charmm,c,TYM,HD1,0.1150000
charmm,c,TYM,CE1,-0.1530000
charmm,c,TYM,HE1,0.1150000
charmm,c,TYM,CD2,-0.1530000
charmm,c,TYM,HD2,0.1150000
charmm,c,TYM,CE2,-0.1530000
charmm,c,TYM,HE2,0.1150000
charmm,c,TYM,CZ,0.1100000
charmm,c,TYM,OH,-0.9200000
charmm,c,TYM,C,0.3400000
charmm,c,TYM,O,-0.6700000
charmm,c,TYM,OXT,-0.6700000

# TYM - n-terminal deprotonated
charmm,n-,TYM,N,-0.9600000
charmm,n-,TYM,H1,0.3400000
charmm,n-,TYM,H2,0.3400000
charmm,n-,TYM,CA,0.1900000
charmm,n-,TYM,HA,0.0900000
charmm,n-,TYM,CB,-0.1800000
charmm,n-,TYM,HB2,0.0900000
charmm,n-,TYM,HB3,0.0900000
charmm,n-,TYM,CG,-0.0380000
charmm,n-,TYM,CD1,-0.1530000
charmm,n-,TYM,HD1,0.1150000
charmm,n-,TYM,CE1,-0.1530000
charmm,n-,TYM,HE1,0.1150000
charmm,n-,TYM,CD2,-0.1530000
charmm,n-,TYM,HD2,0.1150000
charmm,n-,TYM,CE2,-0.1530000
charmm,n-,TYM,HE2,0.1150000
charmm,n-,TYM,CZ,0.1100000
charmm,n-,TYM,OH,-0.9200000
charmm,n-,TYM,C,0.5100000
charmm,n-,TYM,O,-0.5100000

# TYM - c-terminal protonated
charmm,c+,TYM,N,-0.4700000
charmm,c+,TYM,H,0.3100000
charmm,c+,TYM,CA,0.0700000
charmm,c+,TYM,HA,0.0900000
charmm,c+,TYM,CB,-0.1800000
charmm,c+,TYM,HB2,0.0900000
charmm,c+,TYM,HB3,0.0900000
charmm,c+,TYM,CG,-0.0380000
charmm,c+,TYM,CD1,-0.1530000
charmm,c+,TYM,HD1,0.1150000
charmm,c+,TYM,CE1,-0.1530000
charmm,c+,TYM,HE1,0.1150000
charmm,c+,TYM,CD2,-0.1530000
charmm,c+,TYM,HD2,0.1150000
charmm,c+,TYM,CE2,-0.1530000
charmm,c+,TYM,HE2,0.1150000
charmm,c+,TYM,CZ,0.1100000
charmm,c+,TYM,OH,-0.9200000
charmm,c+,TYM,C,0.7200000
charmm,c+,TYM,O,-0.5500000
charmm,c+,TYM,OXT,-0.6100000
charmm,c+,TYM,HOXT,0.4400000

# VAL - middle
charmm,m,VAL,N,-0.4700000
charmm,m,VAL,H,0.3100000
charmm,m,VAL,CA,0.0700000
charmm,m,VAL,HA,0.0900000
charmm,m,VAL,CB,-0.0900000
charmm,m,VAL,HB,0.0900000
charmm,m,VAL,CG1,-0.2700000
charmm,m,VAL,HG11,0.0900000
charmm,m,VAL,HG12,0.0900000
charmm,m,VAL,HG13,0.0900000
charmm,m,VAL,CG2,-0.2700000
charmm,m,VAL,HG21,0.0900000
charmm,m,VAL,HG22,0.0900000
charmm,m,VAL,HG23,0.0900000
charmm,m,VAL,C,0.5100000
charmm,m,VAL,O,-0.5100000

# VAL - n-terminal
charmm,n,VAL,N,-0.3000000
charmm,n,VAL,H1,0.3300000
charmm,n,VAL,H2,0.3300000
charmm,n,VAL,H3,0.3300000
charmm,n,VAL,CA,0.2100000
charmm,n,VAL,HA,0.1000000
charmm,n,VAL,CB,-0.0900000
charmm,n,VAL,HB,0.0900000
charmm,n,VAL,CG1,-0.2700000
charmm,n,VAL,HG11,0.0900000
charmm,n,VAL,HG12,0.0900000
charmm,n,VAL,HG13,0.0900000
charmm,n,VAL,CG2,-0.2700000
charmm,n,VAL,HG21,0.0900000
charmm,n,VAL,HG22,0.0900000
charmm,n,VAL,HG23,0.0900000
charmm,n,VAL,C,0.5100000
charmm,n,VAL,O,-0.5100000

# VAL - c-terminal
charmm,c,VAL,N,-0.4700000
charmm,c,VAL,H,0.3100000
charmm,c,VAL,CA,0.0700000
charmm,c,VAL,HA,0.0900000
charmm,c,VAL,CB,-0.0900000
charmm,c,VAL,HB,0.0900000
charmm,c,VAL,CG1,-0.2700000
charmm,c,VAL,HG11,0.0900000
charmm,c,VAL,HG12,0.0900000
charmm,c,VAL,HG13,0.0900000
charmm,c,VAL,CG2,-0.2700000
charmm,c,VAL,HG21,0.0900000
charmm,c,VAL,HG22,0.0900000
charmm,c,VAL,HG23,0.0900000
charmm,c,VAL,C,0.3400000
charmm,c,VAL,O,-0.6700000
charmm,c,VAL,OXT,-0.6700000

# VAL - n-terminal deprotonated
charmm,n-,VAL,N,-0.9600000
charmm,n-,VAL,H1,0.3400000
charmm,n-,VAL,H2,0.3400000
charmm,n-,VAL,CA,0.1900000
charmm,n-,VAL,HA,0.0900000
charmm,n-,VAL,CB,-0.0900000
charmm,n-,VAL,HB,0.0900000
charmm,n-,VAL,CG1,-0.2700000
charmm,n-,VAL,HG11,0.0900000
charmm,n-,VAL,HG12,0.0900000
charmm,n-,VAL,HG13,0.0900000
charmm,n-,VAL,CG2,-0.2700000
charmm,n-,VAL,HG21,0.0900000
charmm,n-,VAL,HG22,0.0900000
charmm,n-,VAL,HG23,0.0900000
charmm,n-,VAL,C,0.5100000
charmm,n-,VAL,O,-0.5100000

# VAL - c-terminal protonated
charmm,c+,VAL,N,-0.4700000
charmm,c+,VAL,H,0.3100000
charmm,c+,VAL,CA,0.0700000
charmm,c+,VAL,HA,0.0900000
charmm,c+,VAL,CB,-0.0900000
charmm,c+,VAL,HB,0.0900000
charmm,c+,VAL,CG1,-0.2700000
charmm,c+,VAL,HG11,0.0900000
charmm,c+,VAL,HG12,0.0900000
charmm,c+,VAL,HG13,0.0900000
charmm,c+,VAL,CG2,-0.2700000
charmm,c+,VAL,HG21,0.0900000
charmm,c+,VAL,HG22,0.0900000
charmm,c+,VAL,HG23,0.0900000
charmm,c+,VAL,C,0.7200000
charmm,c+,VAL,O,-0.5500000
charmm,c+,VAL,OXT,-0.6100000
charmm,c+,VAL,HOXT,0.4400000

# DNA: amber

# DA - middle
amber,m,DA,P,1.1659000
amber,m,DA,OP1,-0.7761000
amber,m,DA,OP2,-0.7761000
amber,m,DA,O5',-0.4954000
amber,m,DA,C5',-0.0069000
amber,m,DA,C4',0.1629000
amber,m,DA,O4',-0.3691000
amber,m,DA,C3',0.0713000
amber,m,DA,O3',-0.5232000
amber,m,DA,C2',-0.0854000
amber,m,DA,C1',0.0431000
amber,m,DA,N9,-0.0268000
amber,m,DA,C8,0.1607000
amber,m,DA,N7,-0.6175000
amber,m,DA,C5,0.0725000
amber,m,DA,C6,0.6897000
amber,m,DA,N6,-0.9123000
amber,m,DA,N1,-0.7624000
amber,m,DA,C2,0.5716000
amber,m,DA,N3,-0.7417000
amber,m,DA,C4,0.3800000
amber,m,DA,H5',0.0754000
amber,m,DA,H5'',0.0754000
amber,m,DA,H4',0.1176000
amber,m,DA,H3',0.0985000
amber,m,DA,H2',0.0718000
amber,m,DA,H2'',0.0718000
amber,m,DA,H1',0.1838000
amber,m,DA,H8,0.1877000
amber,m,DA,H61,0.4167000
amber,m,DA,H62,0.4167000
amber,m,DA,H2,0.0598000

# DA - 5'-terminal
amber,5,DA,O5',-0.6318000
amber,5,DA,C5',-0.0069000
amber,5,DA,C4',0.1629000
amber,5,DA,O4',-0.3691000
amber,5,DA,C3',0.0713000
amber,5,DA,O3',-0.5232000
amber,5,DA,C2',-0.0854000
amber,5,DA,C1',0.0431000
amber,5,DA,N9,-0.0268000
amber,5,DA,C8,0.1607000
amber,5,DA,N7,-0.6175000
amber,5,DA,C5,0.0725000
amber,5,DA,C6,0.6897000
amber,5,DA,N6,-0.9123000
amber,5,DA,N1,-0.7624000
amber,5,DA,C2,0.5716000
amber,5,DA,N3,-0.7417000
amber,5,DA,C4,0.3800000
amber,5,DA,H5',0.0754000
amber,5,DA,H5'',0.0754000
amber,5,DA,H4',0.1176000
amber,5,DA,H3',0.0985000
amber,5,DA,H2',0.0718000
amber,5,DA,H2'',0.0718000
amber,5,DA,H1',0.1838000
amber,5,DA,HO5',0.4422000
amber,5,DA,H8,0.1877000
amber,5,DA,H61,0.4167000
amber,5,DA,H62,0.4167000
amber,5,DA,H2,0.0598000

# DA - 3'-terminal
amber,3,DA,P,1.1659000
amber,3,DA,OP1,-0.7761000
amber,3,DA,OP2,-0.7761000
amber,3,DA,O5',-0.4954000
amber,3,DA,C5',-0.0069000
amber,3,DA,C4',0.1629000
amber,3,DA,O4',-0.3691000
amber,3,DA,C3',0.0713000
amber,3,DA,O3',-0.6549000
amber,3,DA,C2',-0.0854000
amber,3,DA,C1',0.0431000
amber,3,DA,N9,-0.0268000
amber,3,DA,C8,0.1607000
amber,3,DA,N7,-0.6175000
amber,3,DA,C5,0.0725000
amber,3,DA,C6,0.6897000
amber,3,DA,N6,-0.9123000
amber,3,DA,N1,-0.7624000
amber,3,DA,C2,0.5716000
amber,3,DA,N3,-0.7417000
amber,3,DA,C4,0.3800000
amber,3,DA,H5',0.0754000
amber,3,DA,H5'',0.0754000
amber,3,DA,H4',0.1176000
amber,3,DA,H3',0.0985000
amber,3,DA,H2',0.0718000
amber,3,DA,H2'',0.0718000
amber,3,DA,H1',0.1838000
amber,3,DA,HO3',0.4396000
amber,3,DA,H8,0.1877000
amber,3,DA,H61,0.4167000
amber,3,DA,H62,0.4167000
amber,3,DA,H2,0.0598000

# DT - middle
amber,m,DT,P,1.1659000
amber,m,DT,OP1,-0.7761000
amber,m,DT,OP2,-0.7761000
amber,m,DT,O5',-0.4954000
amber,m,DT,C5',-0.0069000
amber,m,DT,C4',0.1629000
amber,m,DT,O4',-0.3691000
amber,m,DT,C3',0.0713000
amber,m,DT,O3',-0.5232000
amber,m,DT,C2',-0.0854000
amber,m,DT,C1',0.0680000
amber,m,DT,N1,-0.0239000
amber,m,DT,C2,0.5677000
amber,m,DT,O2,-0.5881000
amber,m,DT,N3,-0.4340000
amber,m,DT,C4,0.5194000
amber,m,DT,O4,-0.5563000
amber,m,DT,C5,0.0025000
amber,m,DT,C7,-0.2269000
amber,m,DT,C6,-0.2209000
amber,m,DT,H5',0.0754000
amber,m,DT,H5'',0.0754000
amber,m,DT,H4',0.1176000
amber,m,DT,H3',0.0985000
amber,m,DT,H2',0.0718000
amber,m,DT,H2'',0.0718000
amber,m,DT,H1',0.1804000
amber,m,DT,H3,0.3420000
amber,m,DT,H71,0.0770000
amber,m,DT,H72,0.0770000
amber,m,DT,H73,0.0770000
amber,m,DT,H6,0.2607000

# DT - 5'-terminal
amber,5,DT,O5',-0.6318000
amber,5,DT,C5',-0.0069000
amber,5,DT,C4',0.1629000
amber,5,DT,O4',-0.3691000
amber,5,DT,C3',0.0713000
amber,5,DT,O3',-0.5232000
amber,5,DT,C2',-0.0854000
amber,5,DT,C1',0.0680000
amber,5,DT,N1,-0.0239000
amber,5,DT,C2,0.5677000
amber,5,DT,O2,-0.5881000
amber,5,DT,N3,-0.4340000
amber,5,DT,C4,0.5194000
amber,5,DT,O4,-0.5563000
amber,5,DT,C5,0.0025000
amber,5,DT,C7,-0.2269000
amber,5,DT,C6,-0.2209000
amber,5,DT,H5',0.0754000
amber,5,DT,H5'',0.0754000
amber,5,DT,H4',0.1176000
amber,5,DT,H3',0.0985000
amber,5,DT,H2',0.0718000
amber,5,DT,H2'',0.0718000
amber,5,DT,H1',0.1804000
amber,5,DT,HO5',0.4422000
amber,5,DT,H3,0.3420000
amber,5,DT,H71,0.0770000
amber,5,DT,H72,0.0770000
amber,5,DT,H73,0.0770000
amber,5,DT,H6,0.2607000

# DT - 3'-terminal
amber,3,DT,P,1.1659000
amber,3,DT,OP1,-0.7761000
amber,3,DT,OP2,-0.7761000
amber,3,DT,O5',-0.4954000
amber,3,DT,C5',-0.0069000
amber,3,DT,C4',0.1629000
amber,3,DT,O4',-0.3691000
amber,3,DT,C3',0.0713000
amber,3,DT,O3',-0.6549000
amber,3,DT,C2',-0.0854000
amber,3,DT,C1',0.0680000
amber,3,DT,N1,-0.0239000
amber,3,DT,C2,0.5677000
amber,3,DT,O2,-0.5881000
amber,3,DT,N3,-0.4340000
amber,3,DT,C4,0.5194000
amber,3,DT,O4,-0.5563000
amber,3,DT,C5,0.0025000
amber,3,DT,C7,-0.2269000
amber,3,DT,C6,-0.2209000
amber,3,DT,H5',0.0754000
amber,3,DT,H5'',0.0754000
amber,3,DT,H4',0.1176000
amber,3,DT,H3',0.0985000
amber,3,DT,H2',0.0718000
amber,3,DT,H2'',0.0718000
amber,3,DT,H1',0.1804000
amber,3,DT,HO3',0.4396000
amber,3,DT,H3,0.3420000
amber,3,DT,H71,0.0770000
amber,3,DT,H72,0.0770000
amber,3,DT,H73,0.0770000
amber,3,DT,H6,0.2607000

# DG - middle
amber,m,DG,P,1.1659000
amber,m,DG,OP1,-0.7761000
amber,m,DG,OP2,-0.7761000
amber,m,DG,O5',-0.4954000
amber,m,DG,C5',-0.0069000
amber,m,DG,C4',0.1629000
amber,m,DG,O4',-0.3691000
amber,m,DG,C3',0.0713000
amber,m,DG,O3',-0.5232000
amber,m,DG,C2',-0.0854000
amber,m,DG,C1',0.0358000
amber,m,DG,N9,0.0577000
amber,m,DG,C8,0.0736000
amber,m,DG,N7,-0.5725000
amber,m,DG,C5,0.1991000
amber,m,DG,C6,0.4918000
amber,m,DG,O6,-0.5699000
amber,m,DG,N1,-0.5053000
amber,m,DG,C2,0.7432000
amber,m,DG,N2,-0.9230000
amber,m,DG,N3,-0.6636000
amber,m,DG,C4,0.1814000
amber,m,DG,H5',0.0754000
amber,m,DG,H5'',0.0754000
amber,m,DG,H4',0.1176000
amber,m,DG,H3',0.0985000
amber,m,DG,H2',0.0718000
amber,m,DG,H2'',0.0718000
amber,m,DG,H1',0.1746000
amber,m,DG,H8,0.1997000
amber,m,DG,H1,0.3520000
amber,m,DG,H21,0.4235000
amber,m,DG,H22,0.4235000

# DG - 5'-terminal
amber,5,DG,O5',-0.6318000
amber,5,DG,C5',-0.0069000
amber,5,DG,C4',0.1629000
amber,5,DG,O4',-0.3691000
amber,5,DG,C3',0.0713000
amber,5,DG,O3',-0.5232000
amber,5,DG,C2',-0.0854000
amber,5,DG,C1',0.0358000
amber,5,DG,N9,0.0577000
amber,5,DG,C8,0.0736000
amber,5,DG,N7,-0.5725000
amber,5,DG,C5,0.1991000
amber,5,DG,C6,0.4918000
amber,5,DG,O6,-0.5699000
amber,5,DG,N1,-0.5053000
amber,5,DG,C2,0.7432000
amber,5,DG,N2,-0.9230000
amber,5,DG,N3,-0.6636000
amber,5,DG,C4,0.1814000
amber,5,DG,H5',0.0754000
amber,5,DG,H5'',0.0754000
amber,5,DG,H4',0.1176000
amber,5,DG,H3',0.0985000
amber,5,DG,H2',0.0718000
amber,5,DG,H2'',0.0718000
amber,5,DG,H1',0.1746000
amber,5,DG,HO5',0.4422000
amber,5,DG,H8,0.1997000
amber,5,DG,H1,0.3520000
amber,5,DG,H21,0.4235000
amber,5,DG,H22,0.4235000

# DG - 3'-terminal
amber,3,DG,P,1.1659000
amber,3,DG,OP1,-0.7761000
amber,3,DG,OP2,-0.7761000
amber,3,DG,O5',-0.4954000
amber,3,DG,C5',-0.0069000
amber,3,DG,C4',0.1629000
amber,3,DG,O4',-0.3691000
amber,3,DG,C3',0.0713000
amber,3,DG,O3',-0.6549000
amber,3,DG,C2',-0.0854000
amber,3,DG,C1',0.0358000
amber,3,DG,N9,0.0577000
amber,3,DG,C8,0.0736000
amber,3,DG,N7,-0.5725000
amber,3,DG,C5,0.1991000
amber,3,DG,C6,0.4918000
amber,3,DG,O6,-0.5699000
amber,3,DG,N1,-0.5053000
amber,3,DG,C2,0.7432000
amber,3,DG,N2,-0.9230000
amber,3,DG,N3,-0.6636000
amber,3,DG,C4,0.1814000
amber,3,DG,H5',0.0754000
amber,3,DG,H5'',0.0754000
amber,3,DG,H4',0.1176000
amber,3,DG,H3',0.0985000
amber,3,DG,H2',0.0718000
amber,3,DG,H2'',0.0718000
amber,3,DG,H1',0.1746000
amber,3,DG,HO3',0.4396000
amber,3,DG,H8,0.1997000
amber,3,DG,H1,0.3520000
amber,3,DG,H21,0.4235000
amber,3,DG,H22,0.4235000

# DC - middle
amber,m,DC,P,1.1659000
amber,m,DC,OP1,-0.7761000
amber,m,DC,OP2,-0.7761000
amber,m,DC,O5',-0.4954000
amber,m,DC,C5',-0.0069000
amber,m,DC,C4',0.1629000
amber,m,DC,O4',-0.3691000
amber,m,DC,C3',0.0713000
amber,m,DC,O3',-0.5232000
amber,m,DC,C2',-0.0854000
amber,m,DC,C1',-0.0116000
amber,m,DC,N1,-0.0339000
amber,m,DC,C2,0.7959000
amber,m,DC,O2,-0.6548000
amber,m,DC,N3,-0.7748000
amber,m,DC,C4,0.8439000
amber,m,DC,N4,-0.9773000
amber,m,DC,C5,-0.5222000
amber,m,DC,C6,-0.0183000
amber,m,DC,H5',0.0754000
amber,m,DC,H5'',0.0754000
amber,m,DC,H4',0.1176000
amber,m,DC,H3',0.0985000
amber,m,DC,H2',0.0718000
amber,m,DC,H2'',0.0718000
amber,m,DC,H1',0.1963000
amber,m,DC,H41,0.4314000
amber,m,DC,H42,0.4314000
amber,m,DC,H5,0.1863000
amber,m,DC,H6,0.2293000

# DC - 5'-terminal
amber,5,DC,O5',-0.6318000
amber,5,DC,C5',-0.0069000
amber,5,DC,C4',0.1629000
amber,5,DC,O4',-0.3691000
amber,5,DC,C3',0.0713000
amber,5,DC,O3',-0.5232000
amber,5,DC,C2',-0.0854000
amber,5,DC,C1',-0.0116000
amber,5,DC,N1,-0.0339000
amber,5,DC,C2,0.7959000
amber,5,DC,O2,-0.6548000
amber,5,DC,N3,-0.7748000
amber,5,DC,C4,0.8439000
amber,5,DC,N4,-0.9773000
amber,5,DC,C5,-0.5222000
amber,5,DC,C6,-0.0183000
amber,5,DC,H5',0.0754000
amber,5,DC,H5'',0.0754000
amber,5,DC,H4',0.1176000
amber,5,DC,H3',0.0985000
amber,5,DC,H2',0.0718000
amber,5,DC,H2'',0.0718000
amber,5,DC,H1',0.1963000
amber,5,DC,HO5',0.4422000
amber,5,DC,H41,0.4314000
amber,5,DC,H42,0.4314000
amber,5,DC,H5,0.1863000
amber,5,DC,H6,0.2293000

# DC - 3'-terminal
amber,3,DC,P,1.1659000
amber,3,DC,OP1,-0.7761000
amber,3,DC,OP2,-0.7761000
amber,3,DC,O5',-0.4954000
amber,3,DC,C5',-0.0069000
amber,3,DC,C4',0.1629000
amber,3,DC,O4',-0.3691000
amber,3,DC,C3',0.0713000
amber,3,DC,O3',-0.6549000
amber,3,DC,C2',-0.0854000
amber,3,DC,C1',-0.0116000
amber,3,DC,N1,-0.0339000
amber,3,DC,C2,0.7959000
amber,3,DC,O2,-0.6548000
amber,3,DC,N3,-0.7748000
amber,3,DC,C4,0.8439000
amber,3,DC,N4,-0.9773000
amber,3,DC,C5,-0.5222000
amber,3,DC,C6,-0.0183000
amber,3,DC,H5',0.0754000
amber,3,DC,H5'',0.0754000
amber,3,DC,H4',0.1176000
amber,3,DC,H3',0.0985000
amber,3,DC,H2',0.0718000
amber,3,DC,H2'',0.0718000
amber,3,DC,H1',0.1963000
amber,3,DC,HO3',0.4396000
amber,3,DC,H41,0.4314000
amber,3,DC,H42,0.4314000
amber,3,DC,H5,0.1863000
amber,3,DC,H6,0.2293000

# DI - middle
amber,m,DI,P,1.1659000
amber,m,DI,OP1,-0.7761000
amber,m,DI,OP2,-0.7761000
amber,m,DI,O5',-0.4954000
amber,m,DI,C5',-0.0069000
amber,m,DI,C4',0.1629000
amber,m,DI,O4',-0.3691000
amber,m,DI,C3',0.0713000
amber,m,DI,O3',-0.5232000
amber,m,DI,C2',-0.0854000
amber,m,DI,C1',0.0358000
amber,m,DI,N9,0.0577000
amber,m,DI,C8,0.0736000
amber,m,DI,N7,-0.5725000
amber,m,DI,C5,0.1991000
amber,m,DI,C6,0.4918000
amber,m,DI,O6,-0.5699000
amber,m,DI,N1,-0.5053000
amber,m,DI,C2,0.6074000
amber,m,DI,N3,-0.6636000
amber,m,DI,C4,0.1814000
amber,m,DI,H5',0.0754000
amber,m,DI,H5'',0.0754000
amber,m,DI,H4',0.1176000
amber,m,DI,H3',0.0985000
amber,m,DI,H2',0.0718000
amber,m,DI,H2'',0.0718000
amber,m,DI,H1',0.1746000
amber,m,DI,H8,0.1997000
amber,m,DI,H1,0.3520000
amber,m,DI,H2,0.0598000

# DI - 5'-terminal
amber,5,DI,O5',-0.6318000
amber,5,DI,C5',-0.0069000
amber,5,DI,C4',0.1629000
amber,5,DI,O4',-0.3691000
amber,5,DI,C3',0.0713000
amber,5,DI,O3',-0.5232000
amber,5,DI,C2',-0.0854000
amber,5,DI,C1',0.0358000
amber,5,DI,N9,0.0577000
amber,5,DI,C8,0.0736000
amber,5,DI,N7,-0.5725000
amber,5,DI,C5,0.1991000
amber,5,DI,C6,0.4918000
amber,5,DI,O6,-0.5699000
amber,5,DI,N1,-0.5053000
amber,5,DI,C2,0.6074000
amber,5,DI,N3,-0.6636000
amber,5,DI,C4,0.1814000
amber,5,DI,H5',0.0754000
amber,5,DI,H5'',0.0754000
amber,5,DI,H4',0.1176000
amber,5,DI,H3',0.0985000
amber,5,DI,H2',0.0718000
amber,5,DI,H2'',0.0718000
amber,5,DI,H1',0.1746000
amber,5,DI,HO5',0.4422000
amber,5,DI,H8,0.1997000
amber,5,DI,H1,0.3520000
amber,5,DI,H2,0.0598000

# DI - 3'-terminal
amber,3,DI,P,1.1659000
amber,3,DI,OP1,-0.7761000
amber,3,DI,OP2,-0.7761000
amber,3,DI,O5',-0.4954000
amber,3,DI,C5',-0.0069000
amber,3,DI,C4',0.1629000
amber,3,DI,O4',-0.3691000
amber,3,DI,C3',0.0713000
amber,3,DI,O3',-0.6549000
amber,3,DI,C2',-0.0854000
amber,3,DI,C1',0.0358000
amber,3,DI,N9,0.0577000
amber,3,DI,C8,0.0736000
amber,3,DI,N7,-0.5725000
amber,3,DI,C5,0.1991000
amber,3,DI,C6,0.4918000
amber,3,DI,O6,-0.5699000
amber,3,DI,N1,-0.5053000
amber,3,DI,C2,0.6074000
amber,3,DI,N3,-0.6636000
amber,3,DI,C4,0.1814000
amber,3,DI,H5',0.0754000
amber,3,DI,H5'',0.0754000
amber,3,DI,H4',0.1176000
amber,3,DI,H3',0.0985000
amber,3,DI,H2',0.0718000
amber,3,DI,H2'',0.0718000
amber,3,DI,H1',0.1746000
amber,3,DI,HO3',0.4396000
amber,3,DI,H8,0.1997000
amber,3,DI,H1,0.3520000
amber,3,DI,H2,0.0598000

# DNA: charmm

# DA - middle
charmm,m,DA,P,1.5000000
charmm,m,DA,OP1,-0.7800000
charmm,m,DA,OP2,-0.7800000
charmm,m,DA,O5',-0.5700000
charmm,m,DA,C5',-0.0800000
charmm,m,DA,C4',0.1600000
charmm,m,DA,O4',-0.5000000
charmm,m,DA,C3',0.0100000
charmm,m,DA,O3',-0.5700000
charmm,m,DA,C2',-0.1800000
charmm,m,DA,C1',0.1600000
charmm,m,DA,N9,-0.0500000
charmm,m,DA,C8,0.3400000
charmm,m,DA,N7,-0.7100000
charmm,m,DA,C5,0.2800000
charmm,m,DA,C6,0.4600000
charmm,m,DA,N6,-0.7700000
charmm,m,DA,N1,-0.7400000
charmm,m,DA,C2,0.5000000
charmm,m,DA,N3,-0.7500000
charmm,m,DA,C4,0.4300000
charmm,m,DA,H5',0.0900000
charmm,m,DA,H5'',0.0900000
charmm,m,DA,H4',0.0900000
charmm,m,DA,H3',0.0900000
charmm,m,DA,H2',0.0900000
charmm,m,DA,H2'',0.0900000
